step,body,x,y
505,7,-29.3140,-11.2804
505,8,-20.9017,-18.2795
506,0,-8.2917,3.1305
506,1,-7.9162,-2.5652
506,2,-24.3348,-24.9396
506,3,-43.5609,-21.0716
506,4,26.1615,-26.7432
506,5,7.0075,-31.2938
506,6,-19.6311,-45.6684
506,7,-29.3550,-11.3533
506,8,-20.9286,-18.3448
507,0,-8.3216,3.1102
507,1,-7.8614,-2.5927
507,2,-24.4150,-24.9245
507,3,-43.5927,-21.0712
507,4,26.2030,-26.7499
507,5,6.9926,-31.3878
507,6,-19.7023,-45.7624
507,7,-29.3959,-11.4263
507,8,-20.9556,-18.4102
508,0,-8.3516,3.0897
508,1,-7.8068,-2.6198
508,2,-24.4950,-24.9089
508,3,-43.6243,-21.0707
508,4,26.2444,-26.7566
508,5,6.9778,-31.4817
508,6,-19.7734,-45.8564
508,7,-29.4367,-11.4995
508,8,-20.9827,-18.4757
509,0,-8.3816,3.0690
509,1,-7.7522,-2.6463
509,2,-24.5748,-24.8930
509,3,-43.6558,-21.0702
509,4,26.2858,-26.7634
509,5,6.9629,-31.5756
509,6,-19.8446,-45.9503
509,7,-29.4773,-11.5728
509,8,-21.0100,-18.5413
510,0,-8.4116,3.0481
510,1,-7.6977,-2.6723
510,2,-24.6546,-24.8767
510,3,-43.6872,-21.0697
510,4,26.3271,-26.7701
510,5,6.9480,-31.6694
510,6,-19.9157,-46.0442
510,7,-29.5177,-11.6463
510,8,-21.0376,-18.6070
511,0,-8.4417,3.0270
511,1,-7.6434,-2.6979
511,2,-24.7341,-24.8600
511,3,-43.7185,-21.0691
511,4,26.3684,-26.7768
511,5,6.9332,-31.7632
511,6,-19.9868,-46.1379
511,7,-29.5580,-11.7199
511,8,-21.0652,-18.6727
512,0,-8.4717,3.0056
512,1,-7.5892,-2.7230
512,2,-24.8135,-24.8429
512,3,-43.7497,-21.0685
512,4,26.4097,-26.7835
512,5,6.9183,-31.8569
512,6,-20.0580,-46.2316
512,7,-29.5981,-11.7937
512,8,-21.0931,-18.7386
513,0,-8.5018,2.9840
513,1,-7.5352,-2.7475
513,2,-24.8927,-24.8254
513,3,-43.7807,-21.0679
513,4,26.4509,-26.7902
513,5,6.9034,-31.9506
513,6,-20.1291,-46.3251
513,7,-29.6381,-11.8677
513,8,-21.1212,-18.8046
514,0,-8.5318,2.9623
514,1,-7.4813,-2.7716
514,2,-24.9718,-24.8075
514,3,-43.8116,-21.0672
514,4,26.4920,-26.7969
514,5,6.8886,-32.0442
514,6,-20.2003,-46.4186
514,7,-29.6780,-11.9418
514,8,-21.1494,-18.8707
515,0,-8.5619,2.9403
515,1,-7.4275,-2.7952
515,2,-25.0506,-24.7892
515,3,-43.8424,-21.0666
515,4,26.5331,-26.8036
515,5,6.8737,-32.1379
515,6,-20.2714,-46.5120
515,7,-29.7176,-12.0161
515,8,-21.1779,-18.9369
516,0,-8.5920,2.9181
516,1,-7.3739,-2.8184
516,2,-25.1293,-24.7704
516,3,-43.8730,-21.0658
516,4,26.5742,-26.8103
516,5,6.8588,-32.2314
516,6,-20.3426,-46.6054
516,7,-29.7572,-12.0906
516,8,-21.2065,-19.0032
517,0,-8.6220,2.8956
517,1,-7.3205,-2.8411
517,2,-25.2078,-24.7513
517,3,-43.9036,-21.0651
517,4,26.6153,-26.8170
517,5,6.8439,-32.3249
517,6,-20.4137,-46.6986
517,7,-29.7966,-12.1652
517,8,-21.2354,-19.0696
518,0,-8.6521,2.8730
518,1,-7.2672,-2.8633
518,2,-25.2861,-24.7318
518,3,-43.9340,-21.0644
518,4,26.6563,-26.8237
518,5,6.8290,-32.4184
518,6,-20.4849,-46.7918
518,7,-29.8358,-12.2400
518,8,-21.2644,-19.1361
519,0,-8.6822,2.8502
519,1,-7.2141,-2.8850
519,2,-25.3642,-24.7118
519,3,-43.9642,-21.0636
519,4,26.6972,-26.8304
519,5,6.8142,-32.5119
519,6,-20.5560,-46.8849
519,7,-29.8749,-12.3150
519,8,-21.2937,-19.2027
520,0,-8.7122,2.8272
520,1,-7.1612,-2.9063
520,2,-25.4421,-24.6914
520,3,-43.9944,-21.0628
520,4,26.7381,-26.8370
520,5,6.7993,-32.6052
520,6,-20.6271,-46.9780
520,7,-29.9138,-12.3901
520,8,-21.3232,-19.2695
521,0,-8.7423,2.8039
521,1,-7.1085,-2.9271
521,2,-25.5197,-24.6706
521,3,-44.0244,-21.0619
521,4,26.7790,-26.8437
521,5,6.7844,-32.6986
521,6,-20.6983,-47.0709
521,7,-29.9526,-12.4654
521,8,-21.3529,-19.3363
522,0,-8.7723,2.7805
522,1,-7.0560,-2.9475
522,2,-25.5972,-24.6494
522,3,-44.0543,-21.0611
522,4,26.8199,-26.8503
522,5,6.7695,-32.7919
522,6,-20.7694,-47.1638
522,7,-29.9912,-12.5408
522,8,-21.3829,-19.4033
523,0,-8.8023,2.7568
523,1,-7.0036,-2.9675
523,2,-25.6744,-24.6278
523,3,-44.0841,-21.0602
523,4,26.8607,-26.8570
523,5,6.7546,-32.8852
523,6,-20.8406,-47.2566
523,7,-30.0297,-12.6165
523,8,-21.4130,-19.4703
524,0,-8.8324,2.7330
524,1,-6.9515,-2.9870
524,2,-25.7513,-24.6057
524,3,-44.1137,-21.0592
524,4,26.9014,-26.8636
524,5,6.7397,-32.9784
524,6,-20.9117,-47.3493
524,7,-30.0680,-12.6923
524,8,-21.4435,-19.5375
525,0,-8.8624,2.7090
525,1,-6.8996,-3.0061
525,2,-25.8281,-24.5832
525,3,-44.1432,-21.0583
525,4,26.9421,-26.8702
525,5,6.7248,-33.0716
525,6,-20.9829,-47.4419
525,7,-30.1062,-12.7682
525,8,-21.4741,-19.6048
526,0,-8.8924,2.6847
526,1,-6.8479,-3.0247
526,2,-25.9045,-24.5603
526,3,-44.1726,-21.0573
526,4,26.9828,-26.8769
526,5,6.7099,-33.1647
526,6,-21.0540,-47.5345
526,7,-30.1442,-12.8444
526,8,-21.5050,-19.6722
527,0,-8.9223,2.6603
527,1,-6.7965,-3.0430
527,2,-25.9808,-24.5370
527,3,-44.2019,-21.0563
527,4,27.0235,-26.8835
527,5,6.6950,-33.2578
527,6,-21.1251,-47.6269
527,7,-30.1821,-12.9207
527,8,-21.5362,-19.7397
528,0,-8.9523,2.6357
528,1,-6.7452,-3.0608
528,2,-26.0567,-24.5132
528,3,-44.2310,-21.0553
528,4,27.0641,-26.8901
528,5,6.6800,-33.3508
528,6,-21.1963,-47.7194
528,7,-30.2198,-12.9972
528,8,-21.5676,-19.8073
529,0,-8.9823,2.6109
529,1,-6.6942,-3.0782
529,2,-26.1324,-24.4891
529,3,-44.2600,-21.0542
529,4,27.1046,-26.8967
529,5,6.6651,-33.4438
529,6,-21.2674,-47.8117
529,7,-30.2574,-13.0739
529,8,-21.5993,-19.8750
530,0,-9.0122,2.5859
530,1,-6.6435,-3.0952
530,2,-26.2078,-24.4644
530,3,-44.2888,-21.0532
530,4,27.1451,-26.9033
530,5,6.6502,-33.5368
530,6,-21.3385,-47.9039
530,7,-30.2948,-13.1507
530,8,-21.6312,-19.9428
531,0,-9.0421,2.5607
531,1,-6.5929,-3.1118
531,2,-26.2829,-24.4394
531,3,-44.3175,-21.0521
531,4,27.1856,-26.9099
531,5,6.6353,-33.6297
531,6,-21.4097,-47.9961
531,7,-30.3320,-13.2277
531,8,-21.6634,-20.0108
532,0,-9.0719,2.5354
532,1,-6.5426,-3.1280
532,2,-26.3577,-24.4139
532,3,-44.3461,-21.0509
532,4,27.2261,-26.9165
532,5,6.6203,-33.7226
532,6,-21.4808,-48.0882
532,7,-30.3692,-13.3049
532,8,-21.6960,-20.0788
533,0,-9.1018,2.5098
533,1,-6.4926,-3.1438
533,2,-26.4322,-24.3880
533,3,-44.3746,-21.0498
533,4,27.2665,-26.9231
533,5,6.6054,-33.8154
533,6,-21.5519,-48.1803
533,7,-30.4061,-13.3823
533,8,-21.7287,-20.1470
534,0,-9.1316,2.4841
534,1,-6.4428,-3.1593
534,2,-26.5064,-24.3617
534,3,-44.4029,-21.0486
534,4,27.3069,-26.9297
534,5,6.5904,-33.9082
534,6,-21.6231,-48.2722
534,7,-30.4429,-13.4599
534,8,-21.7618,-20.2153
535,0,-9.1614,2.4582
535,1,-6.3932,-3.1743
535,2,-26.5802,-24.3350
535,3,-44.4311,-21.0474
535,4,27.3472,-26.9362
535,5,6.5755,-34.0009
535,6,-21.6942,-48.3641
535,7,-30.4796,-13.5376
535,8,-21.7952,-20.2836
536,0,-9.1912,2.4321
536,1,-6.3439,-3.1890
536,2,-26.6538,-24.3078
536,3,-44.4592,-21.0462
536,4,27.3875,-26.9428
536,5,6.5605,-34.0936
536,6,-21.7653,-48.4559
536,7,-30.5161,-13.6155
536,8,-21.8289,-20.3521
537,0,-9.2209,2.4059
537,1,-6.2949,-3.2033
537,2,-26.7270,-24.2802
537,3,-44.4871,-21.0449
537,4,27.4277,-26.9494
537,5,6.5455,-34.1863
537,6,-21.8365,-48.5476
537,7,-30.5525,-13.6937
537,8,-21.8629,-20.4207
538,0,-9.2506,2.3794
538,1,-6.2461,-3.2173
538,2,-26.7998,-24.2522
538,3,-44.5149,-21.0436
538,4,27.4680,-26.9559
538,5,6.5306,-34.2789
538,6,-21.9076,-48.6393
538,7,-30.5887,-13.7720
538,8,-21.8971,-20.4893
539,0,-9.2803,2.3528
539,1,-6.1976,-3.2309
539,2,-26.8723,-24.2237
539,3,-44.5425,-21.0423
539,4,27.5081,-26.9625
539,5,6.5156,-34.3715
539,6,-21.9787,-48.7309
539,7,-30.6247,-13.8505
539,8,-21.9318,-20.5581
540,0,-9.3100,2.3260
540,1,-6.1494,-3.2442
540,2,-26.9445,-24.1949
540,3,-44.5700,-21.0410
540,4,27.5483,-26.9690
540,5,6.5006,-34.4640
540,6,-22.0498,-48.8224
540,7,-30.6606,-13.9292
540,8,-21.9667,-20.6270
541,0,-9.3396,2.2991
541,1,-6.1014,-3.2571
541,2,-27.0163,-24.1656
541,3,-44.5974,-21.0397
541,4,27.5884,-26.9756
541,5,6.4856,-34.5565
541,6,-22.1209,-48.9139
541,7,-30.6963,-14.0081
541,8,-22.0020,-20.6959
542,0,-9.3692,2.2720
542,1,-6.0537,-3.2697
542,2,-27.0877,-24.1359
542,3,-44.6246,-21.0383
542,4,27.6285,-26.9821
542,5,6.4706,-34.6489
542,6,-22.1921,-49.0052
542,7,-30.7319,-14.0871
542,8,-22.0376,-20.7650
543,0,-9.3987,2.2447
543,1,-6.0063,-3.2819
543,2,-27.1587,-24.1058
543,3,-44.6517,-21.0369
543,4,27.6685,-26.9887
543,5,6.4556,-34.7413
543,6,-22.2632,-49.0965
543,7,-30.7674,-14.1664
543,8,-22.0735,-20.8341
544,0,-9.4283,2.2173
544,1,-5.9592,-3.2938
544,2,-27.2294,-24.0753
544,3,-44.6786,-21.0355
544,4,27.7085,-26.9952
544,5,6.4406,-34.8337
544,6,-22.3343,-49.1878
544,7,-30.8026,-14.2459
544,8,-22.1098,-20.9033
545,0,-9.4577,2.1897
545,1,-5.9123,-3.3054
545,2,-27.2996,-24.0444
545,3,-44.7055,-21.0341
545,4,27.7485,-27.0017
545,5,6.4256,-34.9260
545,6,-22.4054,-49.2789
545,7,-30.8377,-14.3256
545,8,-22.1464,-20.9726
546,0,-9.4872,2.1619
546,1,-5.8658,-3.3167
546,2,-27.3695,-24.0130
546,3,-44.7321,-21.0326
546,4,27.7884,-27.0082
546,5,6.4105,-35.0182
546,6,-22.4765,-49.3700
546,7,-30.8727,-14.4055
546,8,-22.1834,-21.0420
547,0,-9.5166,2.1340
547,1,-5.8195,-3.3277
547,2,-27.4389,-23.9813
547,3,-44.7586,-21.0311
547,4,27.8283,-27.0147
547,5,6.3955,-35.1105
547,6,-22.5476,-49.4610
547,7,-30.9075,-14.4856
547,8,-22.2208,-21.1114
548,0,-9.5460,2.1059
548,1,-5.7734,-3.3383
548,2,-27.5080,-23.9492
548,3,-44.7850,-21.0296
548,4,27.8681,-27.0212
548,5,6.3804,-35.2026
548,6,-22.6187,-49.5520
548,7,-30.9421,-14.5659
548,8,-22.2585,-21.1809
549,0,-9.5753,2.0777
549,1,-5.7277,-3.3487
549,2,-27.5766,-23.9167
549,3,-44.8113,-21.0281
549,4,27.9079,-27.0277
549,5,6.3654,-35.2948
549,6,-22.6898,-49.6429
549,7,-30.9766,-14.6464
549,8,-22.2966,-21.2505
550,0,-9.6046,2.0493
550,1,-5.6823,-3.3588
550,2,-27.6448,-23.8837
550,3,-44.8374,-21.0265
550,4,27.9477,-27.0342
550,5,6.3503,-35.3869
550,6,-22.7609,-49.7337
550,7,-31.0109,-14.7271
550,8,-22.3351,-21.3201
551,0,-9.6338,2.0208
551,1,-5.6371,-3.3686
551,2,-27.7125,-23.8505
551,3,-44.8633,-21.0249
551,4,27.9874,-27.0407
551,5,6.3353,-35.4789
551,6,-22.8320,-49.8244
551,7,-31.0451,-14.8081
551,8,-22.3740,-21.3898
552,0,-9.6631,1.9921
552,1,-5.5923,-3.3781
552,2,-27.7798,-23.8168
552,3,-44.8891,-21.0233
552,4,28.0272,-27.0472
552,5,6.3202,-35.5709
552,6,-22.9031,-49.9151
552,7,-31.0791,-14.8892
552,8,-22.4132,-21.4596
553,0,-9.6922,1.9632
553,1,-5.5477,-3.3873
553,2,-27.8467,-23.7827
553,3,-44.9148,-21.0217
553,4,28.0668,-27.0537
553,5,6.3051,-35.6629
553,6,-22.9742,-50.0057
553,7,-31.1129,-14.9706
553,8,-22.4529,-21.5294
554,0,-9.7214,1.9343
554,1,-5.5034,-3.3962
554,2,-27.9131,-23.7483
554,3,-44.9403,-21.0201
554,4,28.1065,-27.0602
554,5,6.2900,-35.7548
554,6,-23.0453,-50.0962
554,7,-31.1466,-15.0522
554,8,-22.4929,-21.5992
555,0,-9.7505,1.9051
555,1,-5.4595,-3.4049
555,2,-27.9791,-23.7135
555,3,-44.9657,-21.0184
555,4,28.1461,-27.0667
555,5,6.2749,-35.8467
555,6,-23.1163,-50.1866
555,7,-31.1801,-15.1341
555,8,-22.5334,-21.6691
556,0,-9.7795,1.8759
556,1,-5.4158,-3.4133
556,2,-28.0446,-23.6783
556,3,-44.9909,-21.0167
556,4,28.1856,-27.0731
556,5,6.2598,-35.9385
556,6,-23.1874,-50.2770
556,7,-31.2134,-15.2162
556,8,-22.5742,-21.7390
557,0,-9.8085,1.8465
557,1,-5.3724,-3.4215
557,2,-28.1096,-23.6428
557,3,-45.0160,-21.0150
557,4,28.2251,-27.0796
557,5,6.2446,-36.0303
557,6,-23.2585,-50.3674
557,7,-31.2466,-15.2985
557,8,-22.6155,-21.8089
558,0,-9.8375,1.8169
558,1,-5.3293,-3.4294
558,2,-28.1742,-23.6070
558,3,-45.0409,-21.0133
558,4,28.2646,-27.0860
558,5,6.2295,-36.1221
558,6,-23.3296,-50.4576
558,7,-31.2796,-15.3810
558,8,-22.6571,-21.8789
559,0,-9.8664,1.7872
559,1,-5.2865,-3.4370
559,2,-28.2383,-23.5708
559,3,-45.0657,-21.0116
559,4,28.3041,-27.0925
559,5,6.2144,-36.2138
559,6,-23.4006,-50.5478
559,7,-31.3124,-15.4638
559,8,-22.6992,-21.9488
560,0,-9.8953,1.7574
560,1,-5.2440,-3.4444
560,2,-28.3019,-23.5342
560,3,-45.0903,-21.0098
560,4,28.3435,-27.0989
560,5,6.1992,-36.3055
560,6,-23.4717,-50.6379
560,7,-31.3451,-15.5469
560,8,-22.7417,-22.0188
561,0,-9.9242,1.7274
561,1,-5.2018,-3.4516
561,2,-28.3651,-23.4973
561,3,-45.1148,-21.0080
561,4,28.3829,-27.1054
561,5,6.1841,-36.3971
561,6,-23.5428,-50.7280
561,7,-31.3776,-15.6302
561,8,-22.7847,-22.0888
562,0,-9.9530,1.6973
562,1,-5.1598,-3.4585
562,2,-28.4278,-23.4601
562,3,-45.1391,-21.0062
562,4,28.4223,-27.1118
562,5,6.1689,-36.4887
562,6,-23.6138,-50.8180
562,7,-31.4099,-15.7137
562,8,-22.8280,-22.1588
563,0,-9.9817,1.6671
563,1,-5.1182,-3.4653
563,2,-28.4900,-23.4225
563,3,-45.1633,-21.0044
563,4,28.4616,-27.1183
563,5,6.1537,-36.5802
563,6,-23.6849,-50.9079
563,7,-31.4420,-15.7976
563,8,-22.8718,-22.2287
564,0,-10.0105,1.6367
564,1,-5.0769,-3.4717
564,2,-28.5517,-23.3847
564,3,-45.1873,-21.0026
564,4,28.5009,-27.1247
564,5,6.1385,-36.6717
564,6,-23.7559,-50.9977
564,7,-31.4739,-15.8816
564,8,-22.9160,-22.2986
565,0,-10.0391,1.6063
565,1,-5.0359,-3.4780
565,2,-28.6129,-23.3465
565,3,-45.2112,-21.0007
565,4,28.5401,-27.1311
565,5,6.1233,-36.7632
565,6,-23.8270,-51.0875
565,7,-31.5057,-15.9660
565,8,-22.9607,-22.3686
566,0,-10.0678,1.5756
566,1,-4.9951,-3.4840
566,2,-28.6737,-23.3080
566,3,-45.2349,-20.9989
566,4,28.5793,-27.1375
566,5,6.1081,-36.8546
566,6,-23.8980,-51.1772
566,7,-31.5373,-16.0506
566,8,-23.0058,-22.4384
567,0,-10.0964,1.5449
567,1,-4.9547,-3.4899
567,2,-28.7340,-23.2692
567,3,-45.2584,-20.9970
567,4,28.6185,-27.1440
567,5,6.0929,-36.9460
567,6,-23.9691,-51.2669
567,7,-31.5686,-16.1356
567,8,-23.0513,-22.5083
568,0,-10.1249,1.5140
568,1,-4.9146,-3.4955
568,2,-28.7938,-23.2301
568,3,-45.2818,-20.9951
568,4,28.6577,-27.1504
568,5,6.0776,-37.0373
568,6,-24.0401,-51.3565
568,7,-31.5998,-16.2208
568,8,-23.0973,-22.5781
569,0,-10.1534,1.4830
569,1,-4.8747,-3.5009
569,2,-28.8531,-23.1907
569,3,-45.3051,-20.9931
569,4,28.6968,-27.1568
569,5,6.0624,-37.1286
569,6,-24.1111,-51.4460
569,7,-31.6308,-16.3063
569,8,-23.1437,-22.6478
570,0,-10.1819,1.4519
570,1,-4.8352,-3.5062
570,2,-28.9120,-23.1510
570,3,-45.3282,-20.9912
570,4,28.7359,-27.1632
570,5,6.0471,-37.2198
570,6,-24.1822,-51.5354
570,7,-31.6616,-16.3921
570,8,-23.1905,-22.7175
571,0,-10.2103,1.4207
571,1,-4.7960,-3.5112
571,2,-28.9704,-23.1110
571,3,-45.3511,-20.9892
571,4,28.7749,-27.1696
571,5,6.0319,-37.3110
571,6,-24.2532,-51.6248
571,7,-31.6922,-16.4782
571,8,-23.2378,-22.7871
572,0,-10.2387,1.3893
572,1,-4.7570,-3.5160
572,2,-29.0283,-23.0708
572,3,-45.3739,-20.9873
572,4,28.8139,-27.1760
572,5,6.0166,-37.4022
572,6,-24.3242,-51.7141
572,7,-31.7226,-16.5646
572,8,-23.2856,-22.8567
573,0,-10.2670,1.3578
573,1,-4.7183,-3.5207
573,2,-29.0858,-23.0302
573,3,-45.3965,-20.9853
573,4,28.8529,-27.1824
573,5,6.0013,-37.4933
573,6,-24.3952,-51.8034
573,7,-31.7528,-16.6514
573,8,-23.3338,-22.9262
574,0,-10.2953,1.3262
574,1,-4.6800,-3.5252
574,2,-29.1428,-22.9894
574,3,-45.4189,-20.9833
574,4,28.8919,-27.1888
574,5,5.9860,-37.5844
574,6,-24.4662,-51.8926
574,7,-31.7827,-16.7385
574,8,-23.3824,-22.9955
575,0,-10.3236,1.2945
575,1,-4.6419,-3.5295
575,2,-29.1994,-22.9483
575,3,-45.4412,-20.9813
575,4,28.9308,-27.1951
575,5,5.9707,-37.6754
575,6,-24.5372,-51.9817
575,7,-31.8125,-16.8259
575,8,-23.4315,-23.0648
576,0,-10.3518,1.2627
576,1,-4.6041,-3.5336
576,2,-29.2555,-22.9069
576,3,-45.4634,-20.9792
576,4,28.9697,-27.2015
576,5,5.9554,-37.7664
576,6,-24.6082,-52.0708
576,7,-31.8420,-16.9137
576,8,-23.4810,-23.1340
577,0,-10.3799,1.2308
577,1,-4.5667,-3.5375
577,2,-29.3112,-22.8652
577,3,-45.4853,-20.9772
577,4,29.0085,-27.2079
577,5,5.9401,-37.8574
577,6,-24.6792,-52.1598
577,7,-31.8713,-17.0018
577,8,-23.5310,-23.2031
578,0,-10.4080,1.1987
578,1,-4.5295,-3.5413
578,2,-29.3665,-22.8233
578,3,-45.5071,-20.9751
578,4,29.0474,-27.2143
578,5,5.9247,-37.9483
578,6,-24.7502,-52.2487
578,7,-31.9004,-17.0903
578,8,-23.5814,-23.2720
579,0,-10.4361,1.1665
579,1,-4.4926,-3.5449
579,2,-29.4214,-22.7811
579,3,-45.5288,-20.9730
579,4,29.0861,-27.2206
579,5,5.9094,-38.0392
579,6,-24.8212,-52.3376
579,7,-31.9292,-17.1792
579,8,-23.6322,-23.3408
580,0,-10.4641,1.1343
580,1,-4.4560,-3.5484
580,2,-29.4759,-22.7386
580,3,-45.5503,-20.9709
580,4,29.1249,-27.2270
580,5,5.8940,-38.1300
580,6,-24.8922,-52.4264
580,7,-31.9577,-17.2684
580,8,-23.6835,-23.4095
581,0,-10.4921,1.1019
581,1,-4.4196,-3.5517
581,2,-29.5300,-22.6958
581,3,-45.5716,-20.9688
581,4,29.1636,-27.2334
581,5,5.8786,-38.2208
581,6,-24.9632,-52.5151
581,7,-31.9861,-17.3581
581,8,-23.7352,-23.4781
582,0,-10.5201,1.0694
582,1,-4.3836,-3.5549
582,2,-29.5837,-22.6527
582,3,-45.5928,-20.9667
582,4,29.2023,-27.2397
582,5,5.8632,-38.3116
582,6,-25.0342,-52.6038
582,7,-32.0141,-17.4482
582,8,-23.7874,-23.5465
583,0,-10.5480,1.0368
583,1,-4.3479,-3.5579
583,2,-29.6370,-22.6094
583,3,-45.6137,-20.9646
583,4,29.2410,-27.2461
583,5,5.8478,-38.4023
583,6,-25.1052,-52.6924
583,7,-32.0419,-17.5387
583,8,-23.8399,-23.6148
584,0,-10.5759,1.0041
584,1,-4.3124,-3.5607
584,2,-29.6900,-22.5657
584,3,-45.6346,-20.9624
584,4,29.2796,-27.2524
584,5,5.8324,-38.4929
584,6,-25.1761,-52.7810
584,7,-32.0694,-17.6297
584,8,-23.8930,-23.6829
585,0,-10.6037,0.9713
585,1,-4.2773,-3.5635
585,2,-29.7427,-22.5218
585,3,-45.6552,-20.9603
585,4,29.3182,-27.2587
585,5,5.8170,-38.5836
585,6,-25.2471,-52.8695
585,7,-32.0966,-17.7212
585,8,-23.9464,-23.7509
586,0,-10.6315,0.9384
586,1,-4.2424,-3.5660
586,2,-29.7950,-22.4775
586,3,-45.6757,-20.9581
586,4,29.3567,-27.2651
586,5,5.8015,-38.6742
586,6,-25.3181,-52.9579
586,7,-32.1234,-17.8131
586,8,-24.0003,-23.8186
587,0,-10.6592,0.9053
587,1,-4.2078,-3.5685
587,2,-29.8471,-22.4329
587,3,-45.6960,-20.9560
587,4,29.3953,-27.2714
587,5,5.7861,-38.7647
587,6,-25.3890,-53.0462
587,7,-32.1500,-17.9055
587,8,-24.0546,-23.8862
588,0,-10.6869,0.8722
588,1,-4.1735,-3.5708
588,2,-29.8989,-22.3880
588,3,-45.7162,-20.9538
588,4,29.4338,-27.2777
588,5,5.7706,-38.8552
588,6,-25.4600,-53.1345
588,7,-32.1763,-17.9984
588,8,-24.1093,-23.9537
589,0,-10.7146,0.8390
589,1,-4.1394,-3.5730
589,2,-29.9504,-22.3427
589,3,-45.7362,-20.9516
589,4,29.4722,-27.2841
589,5,5.7552,-38.9457
589,6,-25.5309,-53.2228
589,7,-32.2021,-18.0919
589,8,-24.1644,-24.0209
590,0,-10.7422,0.8057
590,1,-4.1057,-3.5751
590,2,-30.0017,-22.2970
590,3,-45.7560,-20.9494
590,4,29.5107,-27.2904
590,5,5.7397,-39.0361
590,6,-25.6018,-53.3110
590,7,-32.2277,-18.1859
590,8,-24.2200,-24.0880
591,0,-10.7698,0.7723
591,1,-4.0722,-3.5770
591,2,-30.0529,-22.2510
591,3,-45.7756,-20.9472
591,4,29.5491,-27.2967
591,5,5.7242,-39.1265
591,6,-25.6728,-53.3991
591,7,-32.2528,-18.2805
591,8,-24.2759,-24.1548
592,0,-10.7973,0.7388
592,1,-4.0390,-3.5788
592,2,-30.1038,-22.2045
592,3,-45.7951,-20.9449
592,4,29.5874,-27.3030
592,5,5.7087,-39.2168
592,6,-25.7437,-53.4871
592,7,-32.2775,-18.3757
592,8,-24.3323,-24.2214
593,0,-10.8248,0.7052
593,1,-4.0061,-3.5805
593,2,-30.1547,-22.1577
593,3,-45.8144,-20.9427
593,4,29.6258,-27.3093
593,5,5.6931,-39.3071
593,6,-25.8146,-53.5751
593,7,-32.3018,-18.4716
593,8,-24.3890,-24.2879
594,0,-10.8523,0.6715
594,1,-3.9735,-3.5821
594,2,-30.2054,-22.1103
594,3,-45.8335,-20.9405
594,4,29.6641,-27.3156
594,5,5.6776,-39.3974
594,6,-25.8856,-53.6631
594,7,-32.3257,-18.5681
594,8,-24.4462,-24.3541
595,0,-10.8797,0.6377
595,1,-3.9411,-3.5836
595,2,-30.2561,-22.0625
595,3,-45.8525,-20.9382
595,4,29.7024,-27.3219
595,5,5.6621,-39.4876
595,6,-25.9565,-53.7509
595,7,-32.3490,-18.6654
595,8,-24.5037,-24.4201
596,0,-10.9071,0.6038
596,1,-3.9090,-3.5850
596,2,-30.3068,-22.0141
596,3,-45.8713,-20.9360
596,4,29.7406,-27.3282
596,5,5.6465,-39.5778
596,6,-26.0274,-53.8387
596,7,-32.3719,-18.7634
596,8,-24.5617,-24.4859
597,0,-10.9344,0.5698
597,1,-3.8772,-3.5862
597,2,-30.3575,-21.9652
597,3,-45.8899,-20.9337
597,4,29.7788,-27.3345
597,5,5.6309,-39.6680
597,6,-26.0983,-53.9265
597,7,-32.3941,-18.8621
597,8,-24.6200,-24.5515
598,0,-10.9617,0.5357
598,1,-3.8457,-3.5874
598,2,-30.4083,-21.9157
598,3,-45.9083,-20.9315
598,4,29.8170,-27.3408
598,5,5.6153,-39.7581
598,6,-26.1692,-54.0142
598,7,-32.4158,-18.9617
598,8,-24.6787,-24.6168
599,0,-10.9890,0.5016
599,1,-3.8144,-3.5885
599,2,-30.4593,-21.8655
599,3,-45.9266,-20.9292
599,4,29.8552,-27.3471
599,5,5.5997,-39.8481
599,6,-26.2401,-54.1018
599,7,-32.4368,-19.0622
599,8,-24.7378,-24.6819
600,0,-11.0162,0.4673
600,1,-3.7834,-3.5894
600,2,-30.5105,-21.8146
600,3,-45.9447,-20.9269
600,4,29.8933,-27.3534
600,5,5.5841,-39.9382
600,6,-26.3110,-54.1894
600,7,-32.4571,-19.1636
600,8,-24.7972,-24.7468
601,0,-11.0434,0.4330
601,1,-3.7527,-3.5903
601,2,-30.5620,-21.7630
601,3,-45.9626,-20.9246
601,4,29.9314,-27.3597
601,5,5.5685,-40.0282
601,6,-26.3819,-54.2769
601,7,-32.4766,-19.2661
601,8,-24.8571,-24.8114
602,0,-11.0706,0.3985
602,1,-3.7222,-3.5911
602,2,-30.6139,-21.7105
602,3,-45.9803,-20.9224
602,4,29.9694,-27.3659
602,5,5.5529,-40.1181
602,6,-26.4527,-54.3643
602,7,-32.4953,-19.3695
602,8,-24.9172,-24.8758
603,0,-11.0977,0.3640
603,1,-3.6920,-3.5918
603,2,-30.6664,-21.6571
603,3,-45.9978,-20.9201
603,4,30.0075,-27.3722
603,5,5.5372,-40.2080
603,6,-26.5236,-54.4517
603,7,-32.5129,-19.4742
603,8,-24.9778,-24.9399
604,0,-11.1248,0.3294
604,1,-3.6621,-3.5924
604,2,-30.7195,-21.6026
604,3,-46.0152,-20.9178
604,4,30.0455,-27.3785
604,5,5.5215,-40.2979
604,6,-26.5945,-54.5390
604,7,-32.5295,-19.5800
604,8,-25.0387,-25.0038
